ID | Anime Adı | Yayın Yılı
ID: 12106 | Haite Kudasai, Takamine-san | 2025
ID: 12110 | Isshun de Chiryou Shiteita no ni Yakutatazu to Tsuihou Sareta Tensai Chiyushi, Yami Healer Toshite Tanoshiku Ikiru | 2025
ID: 12113 | Rock Is a Lady's Modesty | 2025
ID: 12115 | Can a Boy-Girl Friendship Survive? | 2025
ID: 12119 | GUILTY GEAR STRIVE: DUAL RULERS | 2025
ID: 12120 | From Old Country Bumpkin to Master Swordsman | 2025
ID: 12122 | YAIBA: Samurai Legend | 2025
ID: 12123 | Classic★Stars | 2025
ID: 12126 | Lazarus | 2025
ID: 12127 | Maebashi Witches | 2025
ID: 12128 | Princession Orchestra | 2025
ID: 12129 | To Be Hero X | 2025
ID: 12131 | Witch Watch | 2025
ID: 12132 | Yandere Dark Elf: She Chased Me All the Way From Another World! | 2025
ID: 12136 | My Hero Academia: Vigilantes | 2025
ID: 12137 | Rocket Girls | 2007
ID: 12141 | Apocalypse Hotel | 2025
ID: 12142 | HANA-Doll*: Reinterpretation of Flowering | 2025
ID: 12143 | Mobile Suit Gundam GQuuuuuuX | 2025
ID: 12144 | Zenryoku Usagi | 2008
ID: 12145 | Moonrise | 2025
ID: 12148 | Teogonia | 2025
ID: 12150 | mono | 2025
ID: 12151 | I'm the Evil Lord of an Intergalactic Empire! | 2025
ID: 12152 | One Piece Movie 14: Stampede | 2025
ID: 12155 | Mumei no Jinsei | 2025
ID: 12157 | Jujutsu Kaisen: Kaigyoku / Gyokusetsu | 2025
ID: 12159 | Hell Teacher Nube | 1996
ID: 12163 | Solo Camping for Two | 2025
ID: 12167 | Clevatess | 2025
ID: 12169 | Fermat Kitchen | 2025
ID: 12170 | Cultural Exchange with a Game Centre Girl | 2025
ID: 12174 | Isekai Mokushiroku Mynoghra: Hametsu no Bunmei de Hajimeru Sekai Seifuku | 2025
ID: 12175 | Hell Teacher: Jigoku Sensei Nube | 2025
ID: 12177 | Karaoke Iko! | 2025
ID: 12179 | Private Tutor to the Duke's Daughter | 2025
ID: 12181 | Muchuu sa, Kimi ni. | 2025
ID: 12183 | New PANTY & STOCKING with GARTERBELT | 2025
ID: 12187 | Silent Witch: Chinmoku no Majo no Kakushigoto | 2025
ID: 12193 | Watari-kun no xx ga Houkai Sunzen | 2025
ID: 12194 | Watashi ga Koibito ni Nareru Wake Nai jan, Muri Muri! (※Muri ja Nakatta!?) | 2025
ID: 12195 | Yuusha Party wo Tsuihou Sareta Shiro Madoushi, S Rank Boukensha ni Hirowareru: Kono Shiro Madoushi ga Kikakugaisugiru | 2025
ID: 12196 | Zutaboro Reijou wa Ane no Moto Konyakusha ni Dekiai Sareru | 2025
ID: 12197 | Saikano | 2002
ID: 12198 | Planetarian: Hoshi no Hito | 2016
ID: 12199 | Grisaia no Rakuen | 2015
ID: 12200 | My Daddy Long Legs | 1990
ID: 12201 | You Don't Know GUNMA Yet. | 2018
ID: 12202 | Pita Ten | 2002
ID: 12203 | Toward the Terra | 2007
ID: 12204 | Kingdom | Bilinmiyor
ID: 12206 | Shingeki no Kyojin Movie: The Last Attack | 2024
ID: 12208 | Devil May Cry | 2025
ID: 12212 | Legend of Princess Chang-Ge | 2025
ID: 12217 | World's Best Martial Artist | 2024
ID: 12219 | Kakyuusei: Elf Version | 1997
ID: 12225 | Project Sekai Movie: Kowareta Sekai to Utaenai Miku | 2025
ID: 12236 | Kizumonogatari: Koyomi Vamp | 2024
ID: 12237 | Penguin Highway | 2018
ID: 12239 | Guin Saga | 2009
ID: 12266 | A Divorced Evil Lady Bakes Cakes | Bilinmiyor
ID: 12267 | Felaket Büyücüsü | Bilinmiyor
ID: 12272 | I Don't Want to Be a Magpie Bridge (ONE-SHOT) | Bilinmiyor
ID: 12273 |  Date A Live: Date to Date OVA | Bilinmiyor
ID: 12314 | The Princess in The Attic | Bilinmiyor
ID: 12315 | Acımasız Denizlerin Zarif Leydisi | Bilinmiyor
ID: 12316 | The All-Devouring Whale: Homecoming | 2025
ID: 12317 | JoJo's Bizarre Adventure Part 8: JoJolion | Bilinmiyor
ID: 12328 | The Flowers of Hard Blood | 2007
ID: 12347 | I"s Pure | 2005
ID: 12368 | The Dangerous Convenience Store | 2025
ID: 12373 | Ninja Nonsense | 2004
ID: 12377 | Barakamon | Bilinmiyor
ID: 12378 | Again!! | Bilinmiyor
ID: 12379 | Eiyuu Kyoushitsu | Bilinmiyor
ID: 12381 | Idol Kiss | Bilinmiyor
ID: 12393 | Mushi-Uta | 2007
ID: 12396 | 9-nine- Ruler's Crown | 2025
ID: 12398 | Cute High Earth Defense Club Hi-CARA! | 2025
ID: 12401 | April Showers Bring May Flowers | 2025
ID: 12406 | Takopii no Genzai | 2025
ID: 12407 | Guimi Zhi Zhu | 2025
ID: 12412 | Kimi Kiss Pure Rouge | 2007
ID: 12414 | Azur Lane: Queen's Orders | 2023
ID: 12415 | Crayon Shin-chan Movie 33: Chou Karei! Shakunetsu no Kasukabe Dancers | 2025
ID: 12417 | See You Tomorrow at the Food Court | 2025
ID: 12420 | Leviathan | 2025
ID: 12425 | Punirunes | 2022
ID: 12428 | Virgin Punk | 2025
ID: 12444 | Hücre | Bilinmiyor
ID: 12449 | İlahi Şeytanın Günlükleri | Bilinmiyor
ID: 12450 | Kaiju No. 8 Movie: Mission Recon | 2025
ID: 12463 | Seoul-yeok | 2016
ID: 12492 | Mookhyang-Köken | Bilinmiyor
ID: 12499 | Seviye Atlayamayan Oyuncu | Bilinmiyor
ID: 12501 | Pokemon Adventures | Bilinmiyor
ID: 12502 | Nukitashi The Animation | 2025
ID: 12506 | Son Seviye Kahramanın Dönüşü | Bilinmiyor
ID: 12508 | Beelzebub | Bilinmiyor
ID: 12509 | Beelzebub Bangai Hen | Bilinmiyor
ID: 12522 | Yun Shen Buzhi Meng | 2025
ID: 12555 | Lamia Orphe is Dead | Bilinmiyor
ID: 12562 | Mairimashita! Iruma-kun | Bilinmiyor
ID: 12565 | Banya | Bilinmiyor
ID: 12566 | Gamaran | Bilinmiyor
ID: 12591 | The Richest Man in Game | 2024
ID: 12612 | Tonari no Seki no Yatsu ga Eroi me de Mitekuru Hanashi | Bilinmiyor
ID: 12613 | Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken | Bilinmiyor
ID: 12630 | Cyber City Oedo 808 | 1990
ID: 12634 | Uglymug, Epicfighter | 2025
ID: 12637 | We, Without Wings - Under the innocent sky | 2011
ID: 12645 | Chidaruma Kenpou - Onorera ni Tsugu | Bilinmiyor
ID: 12646 | Dead Days | Bilinmiyor
ID: 12647 | Dolly Kill Kill | Bilinmiyor
ID: 12674 | The Return of the Corpse King | Bilinmiyor
ID: 12678 | Shigurui | Bilinmiyor
ID: 12685 | UQ Holder! | Bilinmiyor
ID: 12687 | Please Twins! | 2003
ID: 12688 | The Villager of Level 999 | 2026
ID: 12709 | Cowboy Bebop | Bilinmiyor
ID: 12716 | Darling in the Franxx | Bilinmiyor
ID: 12717 | The Girl I Like Confessed to Me While Handing Me Cash | Bilinmiyor
ID: 12718 | Uma Musume: Pretty Derby - Road to the Top | 2023
ID: 12719 | GODANNAR!! | 2003
ID: 12720 | The Lord of the Rings: The War of the Rohirrim | 2024
ID: 12721 | H2O: Footprints in the Sand | 2008
ID: 12723 | Umayuru | 2022
ID: 12724 | Pass the Monster Meat, Milady! | 2025
ID: 12725 | Alma-chan Wants to Be a Family! | 2025
ID: 12730 | Plus-sized Misadventures in Love! | 2025
ID: 12732 | Disney Twisted-Wonderland: The Animation | 2025
ID: 12733 | A Mangaka's Weirdly Wonderful Workplace | 2025
ID: 12735 | Tatsuki Fujimoto 17-26 | 2025
ID: 12737 | GINTAMA - Mr. Ginpachi's Zany Class | 2025
ID: 12738 | GNOSIA | 2025
ID: 12739 | Hateshinaki Scarlet | 2025
ID: 12741 | Otherworldly Munchkin: Let's Speedrun the Dungeon with Only 1 HP! | Bilinmiyor
ID: 12742 | Surviving Science! | 2024
ID: 12744 | With You, Our Love Will Make It Through | 2025
ID: 12745 | Let's Play | 2025
ID: 12747 | The Fated Magical Princess: Who Made Me a Princess | 2025
ID: 12751 | Muzik Tiger in the Forest | 2025
ID: 12754 | Peleliu: Rakuen no Guernica | 2025
ID: 12759 | Touring After the Apocalypse | 2025
ID: 12760 | SI-VIS: The Sound of Heroes | 2025
ID: 12761 | A Gatherer's Adventure in Isekai | 2025
ID: 12762 | A Star Brighter than the Sun | 2025
ID: 12763 | Toritsukare Otoko | 2025
ID: 12764 | Tojima Wants to Be a Kamen Rider | 2025
ID: 12765 | Dusk Beyond the End of the World | 2025
ID: 12767 | Wandance | 2025
ID: 12768 | Yano-kun's Ordinary Days | 2025
ID: 12769 | A Wild Last Boss Appeared! | 2025
ID: 12771 | Aikatsu! x PriPara the Movie: Deai no Kiseki! | 2025
ID: 12780 | Genshiken | 2004
ID: 12781 | Emma: A Victorian Romance | 2005
ID: 12792 | Voogie's Angel | 1997
ID: 12793 | Pantheon | 2022
ID: 12798 | Okiraku Ryōshu no Tanoshii Ryōchi Bōei | Bilinmiyor
ID: 12800 | In the Clear Moonlit Dusk | 2026
ID: 12801 | Ikoku Nikki | 2026
ID: 12804 | Dead Account | 2026
ID: 12806 | Jack-of-All-Trades, Party of None | 2026
ID: 12807 | The Villainess Is Adored by the Prince of the Neighbor Kingdom | 2026
ID: 12809 | Wash It All Away | 2026
ID: 12812 | SHIBOYUGI: Playing Death Games to Put Food on the Table | 2026
ID: 12815 | You Can't Be in a Rom-Com with Your Childhood Friends! | 2026
ID: 12816 | DARK MOON: THE BLOOD ALTAR | 2026
ID: 12818 | Oedo Fire Slayer -The Legend of Phoenix- | 2026
ID: 12821 | An Adventurer's Daily Grind at Age 29 | 2026
ID: 12822 | A Misanthrope Teaches a Class for Demi-Humans | 2026
ID: 12823 | Scum of the Brave | 2026
ID: 12824 | Yoroi-Shinden Samurai Troopers | 2026
ID: 12825 | All You Need Is Kill | 2026
ID: 12827 | Gekijouban Ansatsu Kyoushitsu: Minna no Jikan | 2026
ID: 12831 | Ao Haru Ride	 | Bilinmiyor
ID: 12833 | Gryphonun deneme animesi ellemeyin | Bilinmiyor
ID: 12836 | Uncharted Walker | 2018
ID: 12839 | Jujutsu Kaisen: Execution | 2025
ID: 12849 | JoJo’s Bizarre Adventure Part 3: Stardust Crusaders | Bilinmiyor
ID: 12854 | Mankitsu Shitai Jouren-san | Bilinmiyor
ID: 12901 | Hi Ina (One-Shot) | Bilinmiyor
ID: 12903 | Hasumi-kun to Hasumi-san (One-Shot) | Bilinmiyor
ID: 12904 | Harukoma (One-Shot) | Bilinmiyor
ID: 12906 | A Flower and A Table | Bilinmiyor
ID: 12907 | The Case of Hana & Alice	 | Bilinmiyor
ID: 12917 | Tomie | Bilinmiyor
ID: 12962 | Kimi wa petto | Bilinmiyor
ID: 12968 | ROLL OVER AND DIE: I Will Fight for an Ordinary Life with My Love and Cursed Sword! | 2026
ID: 12969 | Kaya-chan Isn't Scary | 2026
ID: 12971 | Sister Princess | 2001
ID: 12972 | Metal Skin Panic MADOX-01 | 1987
ID: 12974 | Witch Hat Atelier | 2026
ID: 12978 | I Want to End This Love Game | 2026
ID: 12979 | Agents of the Four Seasons Dance of Spring | 2026
ID: 12980 | Botan Kamiina Fully Blossoms When Drunk | 2026
ID: 12982 | The Ramparts of Ice | 2026
ID: 12990 | GeGeGe no Kitaro | 2018
ID: 12991 | NEEDY GIRL OVERDOSE | 2026
ID: 12998 | The Classroom of a Black Cat and a Witch | 2026
ID: 12999 | The Strongest Job Is Apparently Not a Hero or a Sage, But an Appraiser (Provisional)! | 2026
ID: 13002 | Always a Catch! | 2026
ID: 13004 | Kirio Fan Club | 2026
ID: 13005 | Class no Bocchi Gal wo Omochikaeri shite Seiso-kei Bijin ni Shiteyatta Hanashi | Bilinmiyor
ID: 13008 | Zenbu Chodai | Bilinmiyor
ID: 13020 | Tensei Shitara Slime Datta Ken Movie: Soukai no Namida-hen | 2026
ID: 13021 | GelPiyo | 2026
ID: 13026 | Cross Game | 2009
ID: 13034 | Android wa Keiken Ninzuu ni Hairimasu ka?? | 2026
ID: 13035 | Journal of the Mysterious Creatures | 2019
ID: 13037 | Re:Zero kara Hajimeru Kyuukei Jikan (Break Time) | 2016
ID: 13044 | The Animatrix | 2003
ID: 13046 | Kobayashi-san Chi no Maidragon Samishii Gariya no Ryuu | 2025
ID: 13050 | Traces of the Moon | Bilinmiyor
ID: 13052 | Seishun Buta Yarou: Light Novel | Bilinmiyor
ID: 13056 | Cleopatra D.C. | 1989
ID: 13057 | Jubei-chan the Ninja Girl: Secret of the Lovely Eyepatch | 1999
ID: 13059 | Overlord: Ple Ple Pleiades | Bilinmiyor
ID: 13081 | The Summer Hikaru Died | Bilinmiyor
ID: 13084 | Hoshi to Kuzu: Don't Worry, Be Happy! | Bilinmiyor
ID: 13085 | Blue Lock: Episode Nagi | Bilinmiyor
ID: 13106 | Saint☆Young Men | 2012
ID: 13107 | Saint☆Oniisan Movie | 2013
ID: 13108 | Witch Hunter Robin | 2002
ID: 13117 | Hayalet Bıçak | Bilinmiyor
ID: 13126 | Samurai Champloo | Bilinmiyor
ID: 13128 | Jujutsu Kaisen Modulo | Bilinmiyor
ID: 13129 | Fruits Basket | Bilinmiyor
ID: 13132 | Lyra | Bilinmiyor
ID: 13134 | Evangelion: Housou 30-shuunen Kinen Tokubetsu Kougyou | 2004
ID: 13145 | The Family Circumstances of the Irregular Witch | 2023
ID: 13151 | Level 999 Goblin | Bilinmiyor
ID: 13153 | Duchess in Ruins | Bilinmiyor
ID: 13189 | Akuma no Juusanya | Bilinmiyor
ID: 13192 | Museru kurai no Ai wo Ageru | Bilinmiyor
ID: 13198 | NHK ni Youkoso! | Bilinmiyor
ID: 13199 | Sensei wa Koi wo Oshierarenai | Bilinmiyor
ID: 13200 | Umibe no Onnanoko | Bilinmiyor
ID: 13201 | Monster Eater | 2026
ID: 13207 | Classroom of the Elite: Year 2 | Bilinmiyor
ID: 13214 | Kubo-san wa Mob wo Yurusanai | Bilinmiyor
ID: 13220 | LIAR GAME | 2026
ID: 13221 | Ingoku Danchi: Deviant's Apartment Complex | 2026
ID: 13225 | Kimi no Kaketeru Toko mo Suki (One-Shot) | Bilinmiyor
ID: 13231 | SHAMAN KING FLOWERS | 2024
ID: 13233 | Fist of the North Star: HOKUTO NO KEN | 2026
ID: 13236 | The Klutzy Class Monitor and the Girl with the Short Skirt | 2026
ID: 13237 | Go for It, Nakamura-kun!! | 2026
ID: 13239 | My Ribdiculous Reincarnation | 2026
ID: 13241 | The Regression of Great Sage Riddle | 2026
ID: 13246 | Petals of Reincarnation | 2026
ID: 13258 | Hoshi no Oujisama Petit Prince | 1979
ID: 13259 | Double Decker! Doug & Kirill | 2013
ID: 13263 | Dragon Ball Z Special 1: Tatta Hitori no Saishuu Kessen | 2011
ID: 13266 | Sidaeyugam (2024 Remastered Ver.) | 2002
ID: 13267 | Oshi ga Budoukan Ittekuretara Shinu | 2006
ID: 13269 | Ivy | 2015
ID: 13271 | Get Back on the Hill | 1950
ID: 13274 | Youkai Gakkou no Sensei Hajimemashita! | 2014
ID: 13275 | Contract with Death | 1998
ID: 13281 | Magical Girl Lyrical NANOHA EXCEEDS Gun Blaze Vengeance | 2026
ID: 13282 | Sparks of Tomorrow | 2026
ID: 13284 | Super no Ura de Yani Suu Futari | 2026
ID: 13285 | Jaadugar: A Witch in Mongolia | 2026
ID: 13288 | Oh Boy, Was I Wrong About Her | 2026
ID: 13289 | Rich Girl Caretaker: I'm Secretly the Caregiver of the Most Popular Girl in This Rich Kid School | 2026
ID: 13292 | From Overshadowed to Overpowered: Second Reincarnation of a Talentless Sage | 2026
ID: 13293 | Love Unseen Beneath the Clear Night Sky | 2026
ID: 13295 | The World's Strongest Rearguard | 2026
ID: 13300 | The Ogre's Bride | 2026
ID: 13323 | Worst | Bilinmiyor
ID: 13325 | Freesia | Bilinmiyor
ID: 13333 | Girls & Panzer: Saishuushou Part 5 | 2026
ID: 13346 | Hive | Bilinmiyor
ID: 13352 | Dendrobates | Bilinmiyor
ID: 13353 | Rave | Bilinmiyor
ID: 13359 | Yamada-kun to 7-nin no Majo | Bilinmiyor
ID: 13360 | Youth Gone Wild | Bilinmiyor
ID: 13388 | Even a Replica Can Fall in Love | 2026
ID: 13392 | TOHO PROJECT SIDE STORY 「星の記憶」 | Bilinmiyor
ID: 13397 | Killed Again, Mr. Detective. | 2026
ID: 13398 | Everyday HOST CLUB | 2025
ID: 13400 | rapho sil | Bilinmiyor
ID: 13401 | Kimi no Iro | 2024
ID: 13404 | Soni-Ani: Super Sonico The Animation | 2014
ID: 13423 | Adventure Time: Fionna ve Cake | 2023
ID: 13428 | Chainsmoker Cat | 2026
ID: 13429 | American Ghost Jack | Bilinmiyor
ID: 13430 | The Cat's Bride | Bilinmiyor
ID: 13440 | Red River | 2026
ID: 13442 | I Became a Legend After My 10 Year-Long Last Stand | 2026
ID: 13462 | Let's go KAIKIGUMI | 2026
ID: 13463 | Koukaku Kidoutai | Bilinmiyor
ID: 13466 | Please Excuse My Younger Brothers | Bilinmiyor
ID: 13481 | No Matter What You Say, Furi-san Is Scary! | Bilinmiyor
ID: 13483 | Ways of the Jogang Jicheo | Bilinmiyor
ID: 13484 | Alive | Bilinmiyor
